time,language,instance_num
0.09100627899169922,Java,22
0.04235577583312988,JavaScript,22
0.006005287170410156,Python,22
0.005001068115234375,C++,23
0.0985560417175293,Java,23
0.03621220588684082,JavaScript,23
0.002045154571533203,Python,23
0.006001710891723633,C++,24
0.10311555862426758,Java,24
0.03947257995605469,JavaScript,24
0.0,Python,24
0.007694244384765625,C++,25
0.0977010726928711,Java,25
0.035574913024902344,JavaScript,25
0.0,Python,25
0.010550737380981445,C++,26
0.07652759552001953,Java,26
0.034173011779785156,JavaScript,26
0.0,Python,26
0.008007049560546875,C++,27
0.08612275123596191,Java,27
0.04300665855407715,JavaScript,27
0.0025823116302490234,Python,27
0.005999088287353516,C++,28
0.09752392768859863,Java,28
0.03976726531982422,JavaScript,28
0.005002737045288086,Python,28
0.005475759506225586,C++,29
0.10231232643127441,Java,29
0.035071372985839844,JavaScript,29
0.0,Python,29
0.006704092025756836,C++,30
0.09215545654296875,Java,30
0.04420113563537598,JavaScript,30
0.0015060901641845703,Python,30
0.005425453186035156,C++,31
0.10851192474365234,Java,31
0.03485536575317383,JavaScript,31
0.0,Python,31
0.009593963623046875,C++,32
0.11425018310546875,Java,32
0.039545297622680664,JavaScript,32
0.0,Python,32
0.0048906803131103516,C++,33
0.07665657997131348,Java,33
0.04624795913696289,JavaScript,33
0.006005525588989258,Python,33
0.010000944137573242,C++,34
0.08458375930786133,Java,34
0.04105091094970703,JavaScript,34
0.005005598068237305,Python,34
0.005265951156616211,C++,35
0.10341715812683105,Java,35
0.03974342346191406,JavaScript,35
0.006510496139526367,Python,35
0.005425691604614258,C++,36
0.1127469539642334,Java,36
0.0414886474609375,JavaScript,36
0.002020597457885742,Python,36
0.005009174346923828,C++,37
0.08453869819641113,Java,37
0.04034709930419922,JavaScript,37
0.00251007080078125,Python,37
0.006999492645263672,C++,38
0.0834815502166748,Java,38
0.03952908515930176,JavaScript,38
0.0009276866912841797,Python,38
0.007112026214599609,C++,39
0.08295321464538574,Java,39
0.04193377494812012,JavaScript,39
0.002554178237915039,Python,39
0.005990028381347656,C++,40
0.10051822662353516,Java,40
0.04256701469421387,JavaScript,40
0.008005857467651367,Python,40
0.006000041961669922,C++,41
0.10500693321228027,Java,41
0.033007144927978516,JavaScript,41
0.0,Python,41
0.005602598190307617,C++,42
0.08829498291015625,Java,42
0.041838884353637695,JavaScript,42
0.002004861831665039,Python,42
0.0050122737884521484,C++,43
0.09000730514526367,Java,43
0.045346736907958984,JavaScript,43
0.0010671615600585938,Python,43
0.005225419998168945,C++,44
0.09053277969360352,Java,44
0.04288125038146973,JavaScript,44
0.004512786865234375,Python,44
0.008000850677490234,C++,45
0.10115766525268555,Java,45
0.033484697341918945,JavaScript,45
0.0,Python,45
0.008843660354614258,C++,46
0.08129572868347168,Java,46
0.03740429878234863,JavaScript,46
0.0,Python,46
0.009524106979370117,C++,47
0.08939266204833984,Java,47
0.03409385681152344,JavaScript,47
0.0,Python,47
0.0049097537994384766,C++,48
0.0839085578918457,Java,48
0.05057716369628906,JavaScript,48
0.0035071372985839844,Python,48
0.007185935974121094,C++,49
0.0760035514831543,Java,49
0.03355550765991211,JavaScript,49
0.0,Python,49
0.008140802383422852,C++,50
0.0917668342590332,Java,50
0.03585100173950195,JavaScript,50
0.0020036697387695312,Python,50
0.005301237106323242,C++,51
0.08751034736633301,Java,51
0.03692293167114258,JavaScript,51
0.0015211105346679688,Python,51
0.005110979080200195,C++,52
0.07707548141479492,Java,52
0.03475642204284668,JavaScript,52
0.004230976104736328,Python,52
0.0052759647369384766,C++,53
0.08913779258728027,Java,53
0.04071402549743652,JavaScript,53
0.0025839805603027344,Python,53
0.0049626827239990234,C++,54
0.08281350135803223,Java,54
0.03896379470825195,JavaScript,54
0.002126455307006836,Python,54
0.009502887725830078,C++,55
0.09508347511291504,Java,55
0.03519725799560547,JavaScript,55
0.0,Python,55
0.013005256652832031,C++,56
0.10236215591430664,Java,56
0.034571170806884766,JavaScript,56
0.0,Python,56
0.009029626846313477,C++,57
0.07563376426696777,Java,57
0.041089773178100586,JavaScript,57
0.003003835678100586,Python,57
0.005258798599243164,C++,58
0.11116504669189453,Java,58
0.04675865173339844,JavaScript,58
0.007006406784057617,Python,58
0.006000995635986328,C++,59
0.08748221397399902,Java,59
0.05347943305969238,JavaScript,59
0.0015141963958740234,Python,59
0.00799703598022461,C++,60
0.07794356346130371,Java,60
0.051733970642089844,JavaScript,60
0.0,Python,60
0.012006282806396484,C++,61
0.08765459060668945,Java,61
0.04500937461853027,JavaScript,61
0.005770206451416016,Python,61
0.009912729263305664,C++,62
0.11435127258300781,Java,62
0.053183794021606445,JavaScript,62
0.0,Python,62
0.02291417121887207,C++,63
0.09590625762939453,Java,63
0.047620534896850586,JavaScript,63
0.007015705108642578,Python,63
0.006996870040893555,C++,64
0.1182708740234375,Java,64
0.047211408615112305,JavaScript,64
0.0,Python,64
0.016019105911254883,C++,65
0.13338732719421387,Java,65
0.05724167823791504,JavaScript,65
0.0020334720611572266,Python,65
0.0059814453125,C++,66
0.08283734321594238,Java,66
0.0569155216217041,JavaScript,66
0.007155418395996094,Python,66
0.012862443923950195,C++,67
0.11948537826538086,Java,67
0.05780291557312012,JavaScript,67
0.008011102676391602,Python,67
0.006001472473144531,C++,68
0.08019423484802246,Java,68
0.046744346618652344,JavaScript,68
0.011034488677978516,Python,68
0.013000726699829102,C++,69
0.08646416664123535,Java,69
0.05525088310241699,JavaScript,69
0.0060117244720458984,Python,69
0.011000871658325195,C++,70
0.08576297760009766,Java,70
0.05417490005493164,JavaScript,70
0.012040376663208008,Python,70
0.006007194519042969,C++,71
0.09044718742370605,Java,71
0.046799421310424805,JavaScript,71
0.0,Python,71
0.020109891891479492,C++,72
0.09909391403198242,Java,72
0.04745149612426758,JavaScript,72
0.008175849914550781,Python,72
0.010858774185180664,C++,73
0.12673306465148926,Java,73
0.05777692794799805,JavaScript,73
0.009538650512695312,Python,73
0.00899505615234375,C++,74
0.08192253112792969,Java,74
0.04972028732299805,JavaScript,74
0.0,Python,74
0.02353048324584961,C++,75
0.11337590217590332,Java,75
0.04165053367614746,JavaScript,75
0.0028624534606933594,Python,75
0.013210773468017578,C++,76
0.09827089309692383,Java,76
0.05832719802856445,JavaScript,76
0.013358831405639648,Python,76
0.013267993927001953,C++,77
0.1058509349822998,Java,77
0.04330301284790039,JavaScript,77
0.0,Python,77
0.01702570915222168,C++,78
0.09923887252807617,Java,78
0.04128122329711914,JavaScript,78
0.0,Python,78
0.02301025390625,C++,79
0.10726714134216309,Java,79
0.05429649353027344,JavaScript,79
0.01102304458618164,Python,79
0.006000518798828125,C++,80
0.10244178771972656,Java,80
0.038094282150268555,JavaScript,80
0.0,Python,80
0.013465642929077148,C++,81
0.12247991561889648,Java,81
0.04774785041809082,JavaScript,81
0.0,Python,81
0.017764568328857422,C++,82
0.10079360008239746,Java,82
0.05105280876159668,JavaScript,82
0.010333061218261719,Python,82
0.017958402633666992,C++,83
0.09378814697265625,Java,83
0.050128936767578125,JavaScript,83
0.006016254425048828,Python,83
0.0060002803802490234,C++,84
0.12273073196411133,Java,84
0.05079293251037598,JavaScript,84
0.011055469512939453,Python,84
0.004955768585205078,C++,85
0.08955025672912598,Java,85
0.06063723564147949,JavaScript,85
0.008016586303710938,Python,85
0.007029056549072266,C++,86
0.07901358604431152,Java,86
0.04336071014404297,JavaScript,86
0.00609278678894043,Python,86
0.013921737670898438,C++,87
0.11679530143737793,Java,87
0.04553651809692383,JavaScript,87
0.0,Python,87
0.018529653549194336,C++,88
0.11202311515808105,Java,88
0.047799110412597656,JavaScript,88
0.0,Python,88
0.019977807998657227,C++,89
0.11191844940185547,Java,89
0.03968000411987305,JavaScript,89
0.0020177364349365234,Python,89
0.005991220474243164,C++,90
0.10826277732849121,Java,90
0.03150653839111328,JavaScript,90
0.0,Python,90
0.023151874542236328,C++,91
0.09265947341918945,Java,91
0.05589437484741211,JavaScript,91
0.0100250244140625,Python,91
0.01099848747253418,C++,92
0.1087338924407959,Java,92
0.05603671073913574,JavaScript,92
0.0,Python,92
0.007014274597167969,C++,93
0.08940625190734863,Java,93
0.05054163932800293,JavaScript,93
0.007799863815307617,Python,93
0.008562326431274414,C++,94
0.07941341400146484,Java,94
0.04857897758483887,JavaScript,94
0.00634455680847168,Python,94
0.015574932098388672,C++,95
0.09246277809143066,Java,95
0.05315399169921875,JavaScript,95
0.007050514221191406,Python,95
0.013989686965942383,C++,96
0.09167933464050293,Java,96
0.05554795265197754,JavaScript,96
0.0,Python,96
0.02219223976135254,C++,97
0.0939939022064209,Java,97
0.0516510009765625,JavaScript,97
0.011077880859375,Python,97
0.0059354305267333984,C++,98
0.09220051765441895,Java,98
0.050981998443603516,JavaScript,98
0.00982356071472168,Python,98
0.009245157241821289,C++,99
0.10555434226989746,Java,99
0.0461430549621582,JavaScript,99
0.0,Python,99
0.02344536781311035,C++,100
0.09511828422546387,Java,100
0.04350924491882324,JavaScript,100
0.007094860076904297,Python,100
0.009490489959716797,C++,101
0.12459278106689453,Java,101
0.05111074447631836,JavaScript,101
0.009351015090942383,Python,101
0.011011838912963867,C++,102
0.07882094383239746,Java,102
0.0649874210357666,JavaScript,102
0.010045766830444336,Python,102
0.015982627868652344,C++,103
0.09450650215148926,Java,103
0.060025691986083984,JavaScript,103
0.008048295974731445,Python,103
0.017076730728149414,C++,104
0.08297443389892578,Java,104
0.06232857704162598,JavaScript,104
0.008025407791137695,Python,104
0.007034778594970703,C++,105
0.07702183723449707,Java,105
0.049098968505859375,JavaScript,105
0.004003286361694336,Python,105
0.006022453308105469,C++,106
0.07619690895080566,Java,106
0.04620623588562012,JavaScript,106
0.007684946060180664,Python,106
0.01005697250366211,C++,107
0.07919621467590332,Java,107
0.047846317291259766,JavaScript,107
0.009023189544677734,Python,107
0.01500248908996582,C++,108
0.09457945823669434,Java,108
0.03941154479980469,JavaScript,108
0.0065195560455322266,Python,108
0.009380578994750977,C++,109
0.07820439338684082,Java,109
0.04317665100097656,JavaScript,109
0.007019758224487305,Python,109
0.00651860237121582,C++,110
0.08147120475769043,Java,110
0.05972909927368164,JavaScript,110
0.0060122013092041016,Python,110
0.008262872695922852,C++,111
0.0851907730102539,Java,111
0.04305291175842285,JavaScript,111
0.0,Python,111
0.02145838737487793,C++,112
0.09446525573730469,Java,112
0.04852581024169922,JavaScript,112
0.0077135562896728516,Python,112
0.010013580322265625,C++,113
0.11159205436706543,Java,113
0.05201077461242676,JavaScript,113
0.0,Python,113
0.0052258968353271484,C++,114
0.09522223472595215,Java,114
0.050486087799072266,JavaScript,114
0.006009578704833984,Python,114
0.014000654220581055,C++,115
0.09435653686523438,Java,115
0.05132007598876953,JavaScript,115
0.006013154983520508,Python,115
0.010503053665161133,C++,116
0.08549737930297852,Java,116
0.04334688186645508,JavaScript,116
0.005204200744628906,Python,116
0.00800943374633789,C++,117
0.08361363410949707,Java,117
0.05153965950012207,JavaScript,117
0.0025124549865722656,Python,117
0.005001068115234375,C++,118
0.11665868759155273,Java,118
0.04757046699523926,JavaScript,118
0.005042314529418945,Python,118
0.007230997085571289,C++,119
0.10696864128112793,Java,119
0.04219627380371094,JavaScript,119
0.0,Python,119
0.014528512954711914,C++,120
0.10172343254089355,Java,120
0.050733089447021484,JavaScript,120
0.011112689971923828,Python,120
0.008950233459472656,C++,121
0.09225296974182129,Java,121
0.04865860939025879,JavaScript,121
0.0030045509338378906,Python,121
0.004513263702392578,C++,122
0.10663175582885742,Java,122
0.04392862319946289,JavaScript,122
0.0,Python,122
0.025020122528076172,C++,123
0.09465289115905762,Java,123
0.04944467544555664,JavaScript,123
0.0071218013763427734,Python,123
0.007923364639282227,C++,124
0.08125734329223633,Java,124
0.04093337059020996,JavaScript,124
0.00700688362121582,Python,124
0.006001472473144531,C++,125
0.08260297775268555,Java,125
0.054450273513793945,JavaScript,125
0.0070111751556396484,Python,125
0.012000322341918945,C++,126
0.08890604972839355,Java,126
0.05041027069091797,JavaScript,126
0.0,Python,126
0.02104640007019043,C++,127
0.12747430801391602,Java,127
0.04268503189086914,JavaScript,127
0.0,Python,127
0.01100921630859375,C++,128
0.10387778282165527,Java,128
0.05428647994995117,JavaScript,128
0.0,Python,128
0.021027565002441406,C++,129
0.09661173820495605,Java,129
0.04796147346496582,JavaScript,129
0.009189844131469727,Python,129
0.007575273513793945,C++,130
0.09456300735473633,Java,130
0.05466341972351074,JavaScript,130
0.01201939582824707,Python,130
0.00899958610534668,C++,131
0.11007547378540039,Java,131
0.05173921585083008,JavaScript,131
0.011009454727172852,Python,131
0.005143404006958008,C++,132
0.0891273021697998,Java,132
0.05547451972961426,JavaScript,132
0.013084888458251953,Python,132
0.007930517196655273,C++,133
0.07900118827819824,Java,133
0.053882598876953125,JavaScript,133
0.008424997329711914,Python,133
0.007901906967163086,C++,134
0.08359432220458984,Java,134
0.05441617965698242,JavaScript,134
0.005032062530517578,Python,134
0.0059854984283447266,C++,135
0.08252358436584473,Java,135
0.036852359771728516,JavaScript,135
0.0,Python,135
0.010544300079345703,C++,136
0.08721089363098145,Java,136
0.041554927825927734,JavaScript,136
0.0,Python,136
0.016150712966918945,C++,137
0.0908966064453125,Java,137
0.046559810638427734,JavaScript,137
0.0010075569152832031,Python,137
0.005999088287353516,C++,138
0.08267569541931152,Java,138
0.043054819107055664,JavaScript,138
0.006525516510009766,Python,138
0.007997989654541016,C++,139
0.08986496925354004,Java,139
0.051415205001831055,JavaScript,139
0.006015777587890625,Python,139
0.018998146057128906,C++,140
0.08980941772460938,Java,140
0.04379439353942871,JavaScript,140
0.0030040740966796875,Python,140
0.008172750473022461,C++,141
0.0861515998840332,Java,141
0.0550541877746582,JavaScript,141
0.013339996337890625,Python,141
0.008515596389770508,C++,142
0.08487367630004883,Java,142
0.04311776161193848,JavaScript,142
0.006022930145263672,Python,142
0.00755763053894043,C++,143
0.08700990676879883,Java,143
0.04416608810424805,JavaScript,143
0.0042417049407958984,Python,143
0.008989334106445312,C++,144
0.10684084892272949,Java,144
0.053841590881347656,JavaScript,144
0.0,Python,144
0.02602076530456543,C++,145
0.09938740730285645,Java,145
0.05304694175720215,JavaScript,145
0.004554033279418945,Python,145
0.016991853713989258,C++,146
0.09326744079589844,Java,146
0.0507969856262207,JavaScript,146
0.006095170974731445,Python,146
0.01450347900390625,C++,147
0.09759092330932617,Java,147
0.042360544204711914,JavaScript,147
0.007520914077758789,Python,147
0.006306648254394531,C++,148
0.07720732688903809,Java,148
0.054335594177246094,JavaScript,148
0.0,Python,148
0.02701115608215332,C++,149
0.08663296699523926,Java,149
0.04966592788696289,JavaScript,149
0.0,Python,149
0.010015010833740234,C++,150
0.08941936492919922,Java,150
0.04482269287109375,JavaScript,150
0.004224300384521484,Python,150
0.0063474178314208984,C++,151
0.08056950569152832,Java,151
0.05104970932006836,JavaScript,151
0.012549400329589844,Python,151
0.010135412216186523,C++,152
0.09328174591064453,Java,152
0.05363035202026367,JavaScript,152
0.007782459259033203,Python,152
0.013022661209106445,C++,153
0.09169960021972656,Java,153
0.04735994338989258,JavaScript,153
0.009550809860229492,Python,153
0.009926319122314453,C++,154
0.07885503768920898,Java,154
0.0462183952331543,JavaScript,154
0.0,Python,154
0.020531415939331055,C++,155
0.09672951698303223,Java,155
0.05749678611755371,JavaScript,155
0.011614322662353516,Python,155
0.005378246307373047,C++,156
0.08982157707214355,Java,156
0.050562381744384766,JavaScript,156
0.010010004043579102,Python,156
0.0063211917877197266,C++,157
0.11656713485717773,Java,157
0.046777963638305664,JavaScript,157
0.0,Python,157
0.006592988967895508,C++,158
0.08050751686096191,Java,158
0.052315711975097656,JavaScript,158
0.007015705108642578,Python,158
0.00700068473815918,C++,159
0.10838937759399414,Java,159
0.05629444122314453,JavaScript,159
0.006392478942871094,Python,159
0.007265567779541016,C++,160
0.08100628852844238,Java,160
0.05626392364501953,JavaScript,160
0.008019208908081055,Python,160
0.018998384475708008,C++,161
0.10160446166992188,Java,161
0.05400991439819336,JavaScript,161
0.008450508117675781,Python,161
0.005445718765258789,C++,162
0.08317708969116211,Java,162
0.04708576202392578,JavaScript,162
0.0075190067291259766,Python,162
0.007001638412475586,C++,163
0.0814359188079834,Java,163
0.044589996337890625,JavaScript,163
0.0070154666900634766,Python,163
0.006001710891723633,C++,164
0.08941864967346191,Java,164
0.043024539947509766,JavaScript,164
0.010114669799804688,Python,164
0.013903379440307617,C++,165
0.10217452049255371,Java,165
0.05210304260253906,JavaScript,165
0.010683059692382812,Python,165
0.006007194519042969,C++,166
0.09952926635742188,Java,166
0.04419517517089844,JavaScript,166
0.0,Python,166
0.026027679443359375,C++,167
0.12123394012451172,Java,167
0.04861140251159668,JavaScript,167
0.0,Python,167
0.01086878776550293,C++,168
0.09450936317443848,Java,168
0.053528785705566406,JavaScript,168
0.0036973953247070312,Python,168
0.0050067901611328125,C++,169
0.11187124252319336,Java,169
0.03248882293701172,JavaScript,169
0.0,Python,169
0.005211353302001953,C++,170
0.10956597328186035,Java,170
0.0553128719329834,JavaScript,170
0.0150146484375,Python,170
0.006000518798828125,C++,171
0.0963895320892334,Java,171
0.0492398738861084,JavaScript,171
0.0,Python,171
0.014017343521118164,C++,172
0.08451461791992188,Java,172
0.04630398750305176,JavaScript,172
0.00695347785949707,Python,172
0.012148857116699219,C++,173
0.08604073524475098,Java,173
0.0521695613861084,JavaScript,173
0.0067272186279296875,Python,173
0.012265920639038086,C++,174
0.08782482147216797,Java,174
0.057891130447387695,JavaScript,174
0.007008075714111328,Python,174
0.0060079097747802734,C++,175
0.08809375762939453,Java,175
0.051900386810302734,JavaScript,175
0.005522727966308594,Python,175
0.011188983917236328,C++,176
0.09015917778015137,Java,176
0.052461862564086914,JavaScript,176
0.007044315338134766,Python,176
0.006979465484619141,C++,177
0.09707093238830566,Java,177
0.03168535232543945,JavaScript,177
0.0,Python,177
0.009005308151245117,C++,178
0.10079360008239746,Java,178
0.04601097106933594,JavaScript,178
0.0,Python,178
0.014568090438842773,C++,179
0.11963129043579102,Java,179
0.04722905158996582,JavaScript,179
0.0,Python,179
0.0180361270904541,C++,180
0.08905529975891113,Java,180
0.046401262283325195,JavaScript,180
0.0,Python,180
0.017478466033935547,C++,181
0.10985279083251953,Java,181
0.04506945610046387,JavaScript,181
0.0,Python,181
0.01016545295715332,C++,182
0.08667564392089844,Java,182
0.059955596923828125,JavaScript,182
0.00803375244140625,Python,182
0.009004592895507812,C++,183
0.10973143577575684,Java,183
0.045876264572143555,JavaScript,183
0.009004831314086914,Python,183
0.007000446319580078,C++,184
0.1183786392211914,Java,184
0.051362037658691406,JavaScript,184
0.011006355285644531,Python,184
0.00500035285949707,C++,185
0.0782625675201416,Java,185
0.04511880874633789,JavaScript,185
0.00603485107421875,Python,185
0.02311873435974121,C++,186
0.08901476860046387,Java,186
0.04497885704040527,JavaScript,186
0.004507780075073242,Python,186
0.007395505905151367,C++,187
0.0954596996307373,Java,187
0.043003082275390625,JavaScript,187
0.00800633430480957,Python,187
0.006081342697143555,C++,188
0.08137750625610352,Java,188
0.05133867263793945,JavaScript,188
0.00455474853515625,Python,188
0.012988567352294922,C++,189
0.11063385009765625,Java,189
0.050696372985839844,JavaScript,189
0.00601649284362793,Python,189
0.011001825332641602,C++,190
0.08271598815917969,Java,190
0.0670156478881836,JavaScript,190
0.0050885677337646484,Python,190
0.015097856521606445,C++,191
0.0932927131652832,Java,191
0.04576468467712402,JavaScript,191
0.00408625602722168,Python,191
0.008933782577514648,C++,192
0.10854816436767578,Java,192
0.05004405975341797,JavaScript,192
0.0,Python,192
0.017531871795654297,C++,193
0.11092472076416016,Java,193
0.05202150344848633,JavaScript,193
0.0,Python,193
0.015093564987182617,C++,194
0.10934257507324219,Java,194
0.05182671546936035,JavaScript,194
0.0,Python,194
0.014014005661010742,C++,195
0.09713411331176758,Java,195
0.050954341888427734,JavaScript,195
0.006009340286254883,Python,195
0.006470680236816406,C++,196
0.07567095756530762,Java,196
0.05401968955993652,JavaScript,196
0.006644248962402344,Python,196
0.00935506820678711,C++,197
0.10654497146606445,Java,197
0.04864168167114258,JavaScript,197
0.0,Python,197
0.0170135498046875,C++,198
0.11861562728881836,Java,198
0.05105161666870117,JavaScript,198
0.0,Python,198
0.016283750534057617,C++,199
0.09854435920715332,Java,199
0.045786380767822266,JavaScript,199
0.010019779205322266,Python,199
0.005988597869873047,C++,200
0.0976259708404541,Java,200
0.04273629188537598,JavaScript,200
0.002005338668823242,Python,200
0.005999565124511719,C++,201
0.08279848098754883,Java,201
0.05654096603393555,JavaScript,201
0.007036924362182617,Python,201
0.013988256454467773,C++,202
0.07428312301635742,Java,202
0.045044898986816406,JavaScript,202
0.0,Python,202
0.011150360107421875,C++,203
0.0949704647064209,Java,203
0.04535722732543945,JavaScript,203
0.0060155391693115234,Python,203
0.0049283504486083984,C++,204
0.07761096954345703,Java,204
0.0496668815612793,JavaScript,204
0.0062482357025146484,Python,204
0.007994413375854492,C++,205
0.11211180686950684,Java,205
0.05120849609375,JavaScript,205
0.0,Python,205
0.016013145446777344,C++,206
0.10908269882202148,Java,206
0.05127692222595215,JavaScript,206
0.0,Python,206
0.017787456512451172,C++,207
0.11054182052612305,Java,207
0.048110246658325195,JavaScript,207
0.0,Python,207
0.013015031814575195,C++,208
0.10729670524597168,Java,208
0.04405832290649414,JavaScript,208
0.0,Python,208
0.014017105102539062,C++,209
0.08430910110473633,Java,209
0.050344228744506836,JavaScript,209
0.016015291213989258,Python,209
0.009450674057006836,C++,210
0.08930659294128418,Java,210
0.05105233192443848,JavaScript,210
0.008011102676391602,Python,210
0.009001016616821289,C++,211
0.09114813804626465,Java,211
0.04679417610168457,JavaScript,211
0.008024215698242188,Python,211
0.007980108261108398,C++,212
0.1066439151763916,Java,212
0.05499863624572754,JavaScript,212
0.012026071548461914,Python,212
0.007989883422851562,C++,213
0.09166169166564941,Java,213
0.055438995361328125,JavaScript,213
0.01054692268371582,Python,213
0.007067441940307617,C++,214
0.11517143249511719,Java,214
0.047013282775878906,JavaScript,214
0.0,Python,214
0.018041372299194336,C++,215
0.12690234184265137,Java,215
0.04704928398132324,JavaScript,215
0.006043672561645508,Python,215
0.011005163192749023,C++,216
0.10594511032104492,Java,216
0.054932355880737305,JavaScript,216
0.0,Python,216
0.012009143829345703,C++,217
0.08413362503051758,Java,217
0.059424638748168945,JavaScript,217
0.01461338996887207,Python,217
0.009917974472045898,C++,218
0.08999013900756836,Java,218
0.055005550384521484,JavaScript,218
0.006517648696899414,Python,218
0.006000041961669922,C++,219
0.0923624038696289,Java,219
0.05208086967468262,JavaScript,219
0.007241487503051758,Python,219
0.011001110076904297,C++,220
0.10347771644592285,Java,220
0.05063462257385254,JavaScript,220
0.0,Python,220
0.016622066497802734,C++,221
0.11943769454956055,Java,221
0.04636025428771973,JavaScript,221
0.0,Python,221
0.02202749252319336,C++,222
0.09436964988708496,Java,222
0.053075313568115234,JavaScript,222
0.006113767623901367,Python,222
0.011899948120117188,C++,223
0.08046269416809082,Java,223
0.040741920471191406,JavaScript,223
0.007509708404541016,Python,223
0.006012439727783203,C++,224
0.07977604866027832,Java,224
0.058458805084228516,JavaScript,224
0.00905752182006836,Python,224
0.00796055793762207,C++,225
0.08828330039978027,Java,225
0.04458141326904297,JavaScript,225
0.0035321712493896484,Python,225
0.0070002079010009766,C++,226
0.10585236549377441,Java,226
0.05206632614135742,JavaScript,226
0.0,Python,226
0.01854085922241211,C++,227
0.08646368980407715,Java,227
0.05399894714355469,JavaScript,227
0.0075266361236572266,Python,227
0.010001420974731445,C++,228
0.0865018367767334,Java,228
0.0420384407043457,JavaScript,228
0.00803375244140625,Python,228
0.008303403854370117,C++,229
0.08459782600402832,Java,229
0.041571855545043945,JavaScript,229
0.0,Python,229
0.015582561492919922,C++,230
0.09552502632141113,Java,230
0.05204200744628906,JavaScript,230
0.008075714111328125,Python,230
0.011962413787841797,C++,231
0.11086559295654297,Java,231
0.04172086715698242,JavaScript,231
0.0,Python,231
0.004591464996337891,C++,232
0.08896613121032715,Java,232
0.04709744453430176,JavaScript,232
0.007010459899902344,Python,232
0.011001348495483398,C++,233
0.11508512496948242,Java,233
0.04802250862121582,JavaScript,233
0.0,Python,233
0.021413803100585938,C++,234
0.11727190017700195,Java,234
0.05389404296875,JavaScript,234
0.009566068649291992,Python,234
0.005978822708129883,C++,235
0.07889795303344727,Java,235
0.04424858093261719,JavaScript,235
0.0,Python,235
0.03371930122375488,C++,236
0.10392951965332031,Java,236
0.04472231864929199,JavaScript,236
0.00702357292175293,Python,236
0.005986452102661133,C++,237
0.08200335502624512,Java,237
0.05829000473022461,JavaScript,237
0.012015581130981445,Python,237
0.0058612823486328125,C++,238
0.10606884956359863,Java,238
0.0511782169342041,JavaScript,238
0.007020473480224609,Python,238
0.01816844940185547,C++,239
0.0883629322052002,Java,239
0.05777382850646973,JavaScript,239
0.006059408187866211,Python,239
0.008472681045532227,C++,240
0.10113358497619629,Java,240
0.049134254455566406,JavaScript,240
0.0,Python,240
0.004930734634399414,C++,241
0.0822746753692627,Java,241
0.05185818672180176,JavaScript,241
0.006529569625854492,Python,241
0.008341550827026367,C++,242
0.0859227180480957,Java,242
0.04689383506774902,JavaScript,242
0.006009817123413086,Python,242
0.0063898563385009766,C++,243
0.08056998252868652,Java,243
